_id,characterName,loginSessionId,playerKilled,serverId,type
"""63e6a419858bd2baa64e8842""",StrykerZ,0xf4079e9e9cefbc34,EDMxTFC,46,player
"""63e6a41b858bd2baa64e8843""",Zeh,0x5dd1a336b9befafb,AGxkLZZ,46,player
"""63e6a477858bd2baa64e8852""",AGxMT1,0xf73851a8a3caa9c4,DNTxSupreme,46,player
"""63e6a4a3858bd2baa64e8859""",Chenko133,0xaad8e34aa1402506,IGOR,46,player
"""63e6a4af858bd2baa64e885b""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,AGxMT1,46,player
"""63e6a538858bd2baa64e8874""",MacabreNTC,0x9813ec2f0297b99a,MeGa,46,player
"""63e6a542858bd2baa64e8876""",DiogoNTC,0x0e456b722f513522,,46,zombie
"""63e6a56a858bd2baa64e8878""",N1N1J4,0x678e1da7259f86a3,Dominhos,46,player
"""63e6a5d7858bd2baa64e8885""",NNN,0x471a90282f225d0c,NFxLindao,46,player
"""63e6a641858bd2baa64e888f""",COCACOL4TB,0x2f452cde7d678ac4,SKGx Juaoo,46,player
"""63e6a666858bd2baa64e8896""",Nunes,0x438bd3ab8b31f76f,MeGa,46,player
"""63e6a6ef858bd2baa64e88a4""",Russ,0xf25a2eeac90a34c3,MeGa,46,player
"""63e6a7bc858bd2baa64e88b3""",DNTxKonan,0x9e2d6a3edbf836cf,MeGa,46,player
"""63e6a82c858bd2baa64e88bb""",AGxDrigadox,0xee1e980a5f7ac80a,ZecaPauGordinho,46,player
"""63e6a8a5858bd2baa64e88c3""",123,0xde1ae72c6c5bb13b,Drumspyd3r,46,player
"""63e6a8c1858bd2baa64e88c6""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,AGxMT1,46,player
"""63e6a8c4858bd2baa64e88c7""",AGxDrigadox,0xee1e980a5f7ac80a,DNTxChrisH1Z1,46,player
"""63e6a8c6858bd2baa64e88c9""",NNN,0x471a90282f225d0c,Bonner,46,player
"""63e6a901858bd2baa64e88d5""",StrykerZ,0xf4079e9e9cefbc34,COCACOL4TB,46,player
"""63e6a909858bd2baa64e88d9""",Zeh,0x5dd1a336b9befafb,FumasaNTC,46,player
"""63e6a949858bd2baa64e88e4""",PrN,0x2106438a5684ac3d,EDMxHd,46,player
"""63e6a982858bd2baa64e88ea""",123,0xde1ae72c6c5bb13b,kpz3r4,46,player
"""63e6a9b5858bd2baa64e88f4""",DNTxKonan,0x9e2d6a3edbf836cf,nakee,46,player
"""63e6a9df858bd2baa64e88fe""",ZecaPauGordinho,0xfe22ebe4485e1197,Bonner,46,player
"""63e6a9e4858bd2baa64e88ff""",Russ,0xf25a2eeac90a34c3,Balta,46,player
"""63e6aa1f858bd2baa64e890c""",Russ,0xf25a2eeac90a34c3,FLAPDAMASSA,46,player
"""63e6aa22858bd2baa64e890e""",Nunes,0x438bd3ab8b31f76f,TXmanu,46,player
"""63e6ab7f858bd2baa64e892c""",Russ,0xf25a2eeac90a34c3,Bonner,46,player
"""63e6ab8a858bd2baa64e892e""",N1N1J4,0x678e1da7259f86a3,DNTxKonan,46,player
"""63e6ab8b858bd2baa64e892f""",DNTxAaTuBee,0xaebcf6faca9bef73,psyNTC,46,player
"""63e6ac8f858bd2baa64e8946""",StrykerZ,0xf4079e9e9cefbc34,TXCORTEX,46,player
"""63e6acb3858bd2baa64e8948""",StrykerZ,0xf4079e9e9cefbc34,TXZee,46,player
"""63e6ad00858bd2baa64e894e""",DNTxAaTuBee,0xaebcf6faca9bef73,PrN,46,player
"""63e6ad30858bd2baa64e8952""",AGxDrigadox,0xee1e980a5f7ac80a,TXCORTEX,46,player
"""63e6adca858bd2baa64e8961""",Pride5K,0x91b1a66506a10c57,,46,zombie
"""63e6adcb858bd2baa64e8962""",McClaneSvb,0xee40928a73e46dec,IGOR,46,player
"""63e6ae0d858bd2baa64e896c""",Zeh,0x5dd1a336b9befafb,Russ,46,player
"""63e6ae48858bd2baa64e8975""",Zeh,0x5dd1a336b9befafb,Maestro Tabarez,46,player
"""63e6ae77858bd2baa64e8981""",EDMxDarkjovem,0x78e1d8d957bed1d4,JhOw,46,player
"""63e6aec1858bd2baa64e8990""",DNTxSupreme,0xb8bf4e38b9dbceed,NNN,46,player
"""63e6af6b858bd2baa64e89a9""",Vacancy123,0xb66a7adc9fed0c4f,,46,zombie
"""63e6af91858bd2baa64e89af""",EDMxTuTu,0x73ff42c591676a56,manozZinho,46,player
"""63e6afa8858bd2baa64e89b2""",Russ,0xf25a2eeac90a34c3,Vacancy123,46,player
"""63e6afc3858bd2baa64e89b8""",Fenix,0xdc22a0a8e428c6ad,AGxkLZZ,46,player
"""63e6afeb858bd2baa64e89c4""",1DINHOO,0x4e01bcbe9a89efac,TXZee,46,player
"""63e6afec858bd2baa64e89c5""",StrykerZ,0xf4079e9e9cefbc34,zanideus,46,player
"""63e6b055858bd2baa64e89d1""",DNTxVoid,0xcc4b72e0b72c4a32,10k,46,player
"""63e6b09e858bd2baa64e89da""",PrN,0x2106438a5684ac3d,NNN,46,player
"""63e6b0b4858bd2baa64e89de""",StrykerZ,0xf4079e9e9cefbc34,Fenix,46,player
"""63e6b0e4858bd2baa64e89eb""",AGxDrigadox,0xee1e980a5f7ac80a,,46,zombie
"""63e6b12d858bd2baa64e89f2""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,FumasaNTC,46,player
"""63e6b132858bd2baa64e89f3""",Pedro O Bala,0xd00db3855179f780,Joker,46,player
"""63e6b159858bd2baa64e89f9""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,Bonner,46,player
"""63e6b170858bd2baa64e89fe""",AGxDrigadox,0xee1e980a5f7ac80a,,46,zombie
"""63e6b1ac858bd2baa64e8a06""",DNTxSupreme,0xb8bf4e38b9dbceed,Joker,46,player
"""63e6b1b8858bd2baa64e8a0a""",Pedro O Bala,0xd00db3855179f780,,46,zombie
"""63e6b1ed858bd2baa64e8a0f""",Fenix,0xdc22a0a8e428c6ad,psyNTC,46,player
"""63e6b220858bd2baa64e8a16""",MacabreNTC,0x9813ec2f0297b99a,Fenix,46,player
"""63e6b261858bd2baa64e8a1c""",DNTxBaHiano,0xbb45048c456a73af,Nunes,46,player
"""63e6b268858bd2baa64e8a1f""",DNTxSupreme,0xb8bf4e38b9dbceed,Pedro O Bala,46,player
"""63e6b29f858bd2baa64e8a30""",McClaneSvb,0xee40928a73e46dec,10k,46,player
"""63e6b309858bd2baa64e8a40""",JhOw,0x7b1ec9fdfed10209,Nunes,46,player
"""63e6b31e858bd2baa64e8a44""",DNTxKonan,0x9e2d6a3edbf836cf,N1N1J4,46,player
"""63e6b31f858bd2baa64e8a45""",McClaneSvb,0xee40928a73e46dec,DNTxKonan,46,player
"""63e6b324858bd2baa64e8a47""",Pride5K,0x91b1a66506a10c57,DNTxBbx,46,player
"""63e6b331858bd2baa64e8a4d""",DNTxVoid,0xcc4b72e0b72c4a32,Learin,46,player
"""63e6b33c858bd2baa64e8a50""",DiogoNTC,0x0e456b722f513522,psyNTC,46,player
"""63e6b35a858bd2baa64e8a5e""",DNTxVoid,0xcc4b72e0b72c4a32,Pride5K,46,player
"""63e6b375858bd2baa64e8a66""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b375858bd2baa64e8a67""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b375858bd2baa64e8a6b""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b375858bd2baa64e8a6a""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b375858bd2baa64e8a68""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b375858bd2baa64e8a69""",kpz3r4,0x4f484f0e1077fd81,,46,zombie
"""63e6b377858bd2baa64e8a6c""",McClaneSvb,0xee40928a73e46dec,DNTxVoid,46,player
"""63e6b37c858bd2baa64e8a6d""",McClaneSvb,0xee40928a73e46dec,DNTxAaTuBee,46,player
"""63e6b3b8858bd2baa64e8a82""",BolaDeNevee,0xbcd0d735491f72c1,patr0nn,46,player
"""63e6b3d1858bd2baa64e8a89""",DNTxBbx,0x06d0dc8a081a79d8,Pride5K,46,player
"""63e6b400858bd2baa64e8a95""",MooN,0x08809402b424b2ce,IGOR,46,player
"""63e6b4f4858bd2baa64e8ab1""",DiogoNTC,0x0e456b722f513522,Pride5K,46,player
"""63e6b52c858bd2baa64e8aba""",Fenix,0xdc22a0a8e428c6ad,AGxDrigadox,46,player
"""63e6b548858bd2baa64e8ac1""",Fenix,0xdc22a0a8e428c6ad,AGxMT1,46,player
"""63e6b54b858bd2baa64e8ac4""",AGxkLZZ,0x27375fcb5396a7f8,Fenix,46,player
"""63e6b5b4858bd2baa64e8ad7""",mariabolacha,0x942976148aff0081,PrN,46,player
"""63e6b5fe858bd2baa64e8ae2""",Russ,0xf25a2eeac90a34c3,FarmadorZin Chorao,46,player
"""63e6b62e858bd2baa64e8ae9""",mariabolacha,0x942976148aff0081,Fenix,46,player
"""63e6b6a0858bd2baa64e8afa""",StrykerZ,0xf4079e9e9cefbc34,Maestro Tabarez,46,player
"""63e6b6a8858bd2baa64e8afe""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,Hytroxz,46,player
"""63e6b6af858bd2baa64e8aff""",BolaDeNevee,0xbcd0d735491f72c1,NNN,46,player
"""63e6b714858bd2baa64e8b1b""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,psyNTC,46,player
"""63e6b793858bd2baa64e8b37""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,MacabreNTC,46,player
"""63e6b794858bd2baa64e8b38""",TXJaspiao,0x24e8ea075c390799,jdx22br,46,player
"""63e6b7a8858bd2baa64e8b40""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,IGOR,46,player
"""63e6b7e8858bd2baa64e8b67""",BolaDeNevee,0xbcd0d735491f72c1,Nunes,46,player
"""63e6b86d858bd2baa64e8b79""",mariabolacha,0x942976148aff0081,10k,46,player
"""63e6b876858bd2baa64e8b7b""",Balta,0x6442364fb2bab5a0,Luan,46,player
"""63e6b8ab858bd2baa64e8b85""",EDMxDarkjovem,0x78e1d8d957bed1d4,FShinoda,46,player
"""63e6b947858bd2baa64e8b9e""",DNTxKonan,0x9e2d6a3edbf836cf,MacacaoDaBolaVioleta,46,player
"""63e6b96a858bd2baa64e8ba6""",BRC_oEditor9X,0x7bc98ba04f397f27,DNTxVoid,46,player
"""63e6b977858bd2baa64e8ba8""",DNTxKonan,0x9e2d6a3edbf836cf,BRC_oEditor9X,46,player
"""63e6b97a858bd2baa64e8ba9""",FarmadorZin Chorao,0x4f20367426a32a44,Rafal,46,player
"""63e6b9d2858bd2baa64e8bb6""",MacabreNTC,0x9813ec2f0297b99a,Nunes,46,player
"""63e6ba49858bd2baa64e8bc8""",TXZee,0xe87dda7649d8fa50,apxzin,46,player
"""63e6ba4c858bd2baa64e8bc9""",1DINHOO,0x4e01bcbe9a89efac,Dasp,46,player
"""63e6ba60858bd2baa64e8bd0""",EDMxDarkjovem,0x78e1d8d957bed1d4,MacacaoDaBolaVioleta,46,player
"""63e6ba62858bd2baa64e8bd2""",DNTxLM,0xa49828ebdbb6d1b9,Shunaiman,46,player
"""63e6ba66858bd2baa64e8bd3""",JohnBR,0x8b3a7b291dbb6d94,mariabolacha,46,player
"""63e6ba6d858bd2baa64e8bd6""",jdx22br,0x1c5d71a1391fa262,JohnBR,46,player
"""63e6bb06858bd2baa64e8bf5""",177K negooo,0x15b53a7afb897e4b,BRC_oEditor9X,46,player
"""63e6bb09858bd2baa64e8bf6""",Zeh,0x5dd1a336b9befafb,FLAPDAMASSA,46,player
"""63e6bb4c858bd2baa64e8c07""",DiogoNTC,0x0e456b722f513522,TXYank,46,player
"""63e6bb6c858bd2baa64e8c0e""",TXJaspiao,0x24e8ea075c390799,FLAPDAMASSA,46,player
"""63e6bbb9858bd2baa64e8c1d""",StrykerZ,0xf4079e9e9cefbc34,aither,46,player
"""63e6bbb9858bd2baa64e8c1e""",EDMxJHONNY,0x0cee913b335a6e88,GR98,46,player
"""63e6bbbe858bd2baa64e8c1f""",DNTxBazinho,0xa9c49a8a59f3a2db,MacacaoDaBolaVioleta,46,player
"""63e6bbcc858bd2baa64e8c24""",Chamspon,0x370e48cb0c8c9905,Learin,46,player
"""63e6bbe2858bd2baa64e8c27""",Pesadelo54,0x854b60d5a960affe,BRC_oEditor9X,46,player
"""63e6bbe8858bd2baa64e8c28""",TXJaspiao,0x24e8ea075c390799,Baionetah,46,player
"""63e6bc0d858bd2baa64e8c30""",AGxDrigadox,0xee1e980a5f7ac80a,FumasaNTC,46,player
"""63e6bc76858bd2baa64e8c3e""",DNTxBazinho,0xa9c49a8a59f3a2db,aither,46,player
"""63e6bca8858bd2baa64e8c44""",MacacaoDaBolaAzul,0x8d2fa9a47389a6a6,dEATHje,46,player
"""63e6bcd2858bd2baa64e8c4b""",jdx22br,0x1c5d71a1391fa262,TITO,46,player
"""63e6bcde858bd2baa64e8c4e""",Pesadelo54,0x854b60d5a960affe,jdx22br,46,player
"""63e6bce1858bd2baa64e8c4f""",DNTxLM,0xa49828ebdbb6d1b9,DiogoNTC,46,player
"""63e6bce2858bd2baa64e8c50""",DNTxCazaroTTi,0xd4acf9002c6fddf8,FLAPDAMASSA,46,player
"""63e6bcf4858bd2baa64e8c55""",mariabolacha,0x942976148aff0081,Pesadelo54,46,player
"""63e6bd0a858bd2baa64e8c5a""",FumasaNTC,0xb5581afff5ddabbe,Dasp,46,player
"""63e6bd44858bd2baa64e8c68""",wwwww,0xe3d7fb768a07df4f,Chamspon,46,player
"""63e6bd64858bd2baa64e8c70""",FumasaNTC,0xb5581afff5ddabbe,DNTxLM,46,player
"""63e6bd7a858bd2baa64e8c76""",TXGoiabb,0x236d660a855d961c,SKGxDiozy1,46,player
"""63e6bd99858bd2baa64e8c7c""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,1DINHOO,46,player
"""63e6bdc2858bd2baa64e8c81""",DNTxBaHiano,0xbb45048c456a73af,StrykerZ,46,player
"""63e6bdcc858bd2baa64e8c83""",MacabreNTC,0x9813ec2f0297b99a,NETTO,46,player
"""63e6bde2858bd2baa64e8c8c""",MooN,0x08809402b424b2ce,MacacaoDaBolaRoxa,46,player
"""63e6be01858bd2baa64e8c93""",MooN,0x08809402b424b2ce,Chamspon,46,player
"""63e6be1a858bd2baa64e8c9a""",Balta,0x6442364fb2bab5a0,yaraaaaa,46,player
"""63e6be34858bd2baa64e8ca2""",Vacancy123,0xb66a7adc9fed0c4f,RJ Markos,46,player
"""63e6befb858bd2baa64e8cc7""",Hytroxz,0xf8310d918ea750ac,,46,zombie
"""63e6bf35858bd2baa64e8ccc""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,NETTO,46,player
"""63e6bf3d858bd2baa64e8ccf""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,MacacaoDaBolaRoxa,46,player
"""63e6bf3e858bd2baa64e8cd0""",wwwww,0xe3d7fb768a07df4f,Baionetah,46,player
"""63e6bfb0858bd2baa64e8ce0""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce1""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce2""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce3""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce6""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce7""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce8""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8cea""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce4""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce5""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bfb0858bd2baa64e8ce9""",jdx22br,0x1c5d71a1391fa262,,46,zombie
"""63e6bff3858bd2baa64e8cf1""",MacacaoDaBolaAzul,0x8d2fa9a47389a6a6,MacacaoDaBolaRoxa,46,player
"""63e6c074858bd2baa64e8d16""",EDMxDarkjovem,0x78e1d8d957bed1d4,Grilo,46,player
"""63e6c095858bd2baa64e8d1b""",jdx22br,0x1c5d71a1391fa262,apxzin,46,player
"""63e6c0ae858bd2baa64e8d20""",DNTxChrisH1Z1,0x8b5f29efff1ff87c,aither,46,player
"""63e6c0d0858bd2baa64e8d23""",Balta,0x6442364fb2bab5a0,NFxBino,46,player
"""63e6c118858bd2baa64e8d36""",jdx22br,0x1c5d71a1391fa262,Zeh,46,player
"""63e6c11d858bd2baa64e8d38""",jdx22br,0x1c5d71a1391fa262,DNTxChrisH1Z1,46,player
"""63e6c14e858bd2baa64e8d40""",dEATHje,0xf39176ea1ae51eff,Raike,46,player
"""63e6c1da858bd2baa64e8d4b""",mariabolacha,0x942976148aff0081,Zeh,46,player
"""63e6c222858bd2baa64e8d56""",Pride5K,0x91b1a66506a10c57,dEATHje,46,player
"""63e6c24f858bd2baa64e8d5d""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,LOCOCASS,46,player
"""63e6c260858bd2baa64e8d61""",OiCueio,0xc3d55ebc33ac8814,CTM Its Tao,46,player
"""63e6c295858bd2baa64e8d6a""",TXZee,0xe87dda7649d8fa50,DiogoNTC,46,player
"""63e6c2ae858bd2baa64e8d6e""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,Avisc,46,player
"""63e6c33a858bd2baa64e8d7b""",TRABSON,0x030f0fc5a0c9cf5e,DNTxPedrofriend,46,player
"""63e6c372858bd2baa64e8d83""",Chamspon,0x370e48cb0c8c9905,dEATHje,46,player
"""63e6c3a2858bd2baa64e8d87""",N1N1J4,0x678e1da7259f86a3,Chamspon,46,player
"""63e6c3b8858bd2baa64e8d8c""",Zeh,0x5dd1a336b9befafb,mariabolacha,46,player
"""63e6c3bc858bd2baa64e8d8e""",jdx22br,0x1c5d71a1391fa262,Zeh,46,player
"""63e6c3fe858bd2baa64e8d9c""",Drumspyd3r,0x6b3c3e7898ae696b,RJ Markos,46,player
"""63e6c43e858bd2baa64e8da8""",jdx22br,0x1c5d71a1391fa262,DNTxLM,46,player
"""63e6c46e858bd2baa64e8db2""",canhoto,0x3034c9a5a346db49,NFxBino,46,player
"""63e6c473858bd2baa64e8db5""",Hytroxz,0xf8310d918ea750ac,NFxLindao,46,player
"""63e6c4da858bd2baa64e8dc8""",Balta,0x6442364fb2bab5a0,Russ,46,player
"""63e6c518858bd2baa64e8dd7""",jdx22br,0x1c5d71a1391fa262,DNTxPedrofriend,46,player
"""63e6c540858bd2baa64e8de2""",TwitchCristianFK7,0x6a91aea1adb76c5e,Avisc,46,player
"""63e6c543858bd2baa64e8de3""",Pele,0xcaf5b55a92cd91a2,RJ Markos,46,player
"""63e6c56a858bd2baa64e8def""",Pele,0xcaf5b55a92cd91a2,,46,zombie
"""63e6c56d858bd2baa64e8df0""",Pele,0xcaf5b55a92cd91a2,,46,zombie
"""63e6c570858bd2baa64e8df2""",Pele,0xcaf5b55a92cd91a2,,46,zombie
"""63e6c59a858bd2baa64e8df9""",EDMxDarkjovem,0x78e1d8d957bed1d4,kissmyass,46,player
"""63e6c5a2858bd2baa64e8dfb""",EDMxDarkjovem,0x78e1d8d957bed1d4,nortun,46,player
"""63e6c5d6858bd2baa64e8e08""",Zeh,0x5dd1a336b9befafb,Shivers,46,player
"""63e6c611858bd2baa64e8e12""",canhoto,0x3034c9a5a346db49,TXmanozzinho,46,player
"""63e6c613858bd2baa64e8e15""",DNTxVoid,0xcc4b72e0b72c4a32,BanMachine,46,player
"""63e6c661858bd2baa64e8e25""",DNTxBaHiano,0xbb45048c456a73af,tIGRE,46,player
"""63e6c6b3858bd2baa64e8e30""",nortun,0xacb2b627f37824a2,DNTxLM,46,player
"""63e6c6b9858bd2baa64e8e31""",mariabolacha,0x942976148aff0081,Scoobdf,46,player
"""63e6c6c2858bd2baa64e8e33""",StrykerZ,0xf4079e9e9cefbc34,mariabolacha,46,player
"""63e6c6e1858bd2baa64e8e38""",StrykerZ,0xf4079e9e9cefbc34,jdx22br,46,player
"""63e6c6f7858bd2baa64e8e3d""",DNTxKonan,0x9e2d6a3edbf836cf,DNTxBaHiano,46,player
"""63e6c747858bd2baa64e8e44""",TwitchCristianFK7,0x6a91aea1adb76c5e,Vacancy123,46,player
"""63e6c7b5858bd2baa64e8e47""",Royal,0x17fc1b05ed91e26f,RJ Markos,46,player
"""63e6c7e0858bd2baa64e8e49""",FLAPDAMASSA,0xb98c98398b10c2d0,Maestro Tabarez,46,player
"""63e6c80e858bd2baa64e8e4d""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,MacacaoDaBolaAzul,46,player
"""63e6c87f858bd2baa64e8e55""",DNTxBbx,0x06d0dc8a081a79d8,Ezk,46,player
"""63e6c8fa858bd2baa64e8e65""",MacacaoDaBolaRosa,0xd9c671e81a3bfba7,OiCueio,46,player
"""63e6c904858bd2baa64e8e66""",MacabreNTC,0x9813ec2f0297b99a,DNTxKonan,46,player
"""63e6c912858bd2baa64e8e6c""",EDMxDarkjovem,0x78e1d8d957bed1d4,Hytroxz,46,player
"""63e6c948858bd2baa64e8e73""",Ezk,0xde45018dbfd4e6f2,DNTxKonan,46,player
"""63e6c949858bd2baa64e8e74""",Ezk,0xde45018dbfd4e6f2,MacacaoDaBolaAzul,46,player
"""63e6c956858bd2baa64e8e7b""",DNTxVoid,0xcc4b72e0b72c4a32,MacabreNTC,46,player
"""63e6c9a2858bd2baa64e8e88""",AGxDrigadox,0xee1e980a5f7ac80a,ChivuBR,46,player
"""63e6c9a2858bd2baa64e8e89""",RedMonster,0xc4717f8cbfaa9c36,TXmanozzinho,46,player
"""63e6ca13858bd2baa64e8ea1""",TXmanu,0xf2c290a8ff40fe4d,177K negooo,46,player
"""63e6ca37858bd2baa64e8ea7""",canhoto,0x3034c9a5a346db49,NFxBino,46,player
"""63e6ca54858bd2baa64e8eb0""",Pele,0xcaf5b55a92cd91a2,Raike,46,player
"""63e6ca83858bd2baa64e8eb9""",Jair_Bolsonaro,0x5575f55359c4c3f3,,46,zombie
"""63e6caab858bd2baa64e8ec0""",Pesadelo54,0x854b60d5a960affe,RedMonster,46,player
"""63e6cafa858bd2baa64e8ecd""",BanMachine,0xd0379454f37ff141,nortun,46,player
"""63e6cb08858bd2baa64e8ecf""",Pesadelo54,0x854b60d5a960affe,Snacky,46,player
"""63e6cb2e858bd2baa64e8ed7""",StrykerZ,0xf4079e9e9cefbc34,Maestro Tabarez,46,player
"""63e6cb71858bd2baa64e8ee0""",dEATHje,0xf39176ea1ae51eff,Jair_Bolsonaro,46,player
"""63e6cb81858bd2baa64e8ee5""",dEATHje,0xf39176ea1ae51eff,Pesadelo54,46,player
"""63e6cb94858bd2baa64e8ee9""",EDMxDarkjovem,0x78e1d8d957bed1d4,FLAPDAMASSA,46,player
"""63e6cbb0858bd2baa64e8eee""",TXYank,0x4bfaec85633c604f,177K negooo,46,player
"""63e6cbc4858bd2baa64e8ef3""",TXZee,0xe87dda7649d8fa50,,46,zombie
"""63e6cbcd858bd2baa64e8ef8""",EDMxDarkjovem,0x78e1d8d957bed1d4,Tora Boga,46,player
"""63e6cc28858bd2baa64e8f09""",Drumspyd3r,0x6b3c3e7898ae696b,TXmanozzinho,46,player
"""63e6cc51858bd2baa64e8f11""",dEATHje,0xf39176ea1ae51eff,TITO,46,player
"""63e6ccb5858bd2baa64e8f1d""",DNTxVoid,0xcc4b72e0b72c4a32,FumasaNTC,46,player
"""63e6ccce858bd2baa64e8f21""",ChivuBR,0xdd4bac219cb9f842,Macarrao Estragado,46,player
"""63e6cce0858bd2baa64e8f26""",ChivuBR,0xdd4bac219cb9f842,nortun,46,player
